Code,,ParentCode,MainGroup,SubGroup
548.048,Bathroom shelves/lockers,54,EQUIPMENT FOR CREW AND PASSENGERS,"FURNITURE, INVENTORY, ENTERTAINMENT EQUIPMENT"
548.050,Bookshelves,54,EQUIPMENT FOR CREW AND PASSENGERS,"FURNITURE, INVENTORY, ENTERTAINMENT EQUIPMENT"
548.052,Cloakroom shelves,54,EQUIPMENT FOR CREW AND PASSENGERS,"FURNITURE, INVENTORY, ENTERTAINMENT EQUIPMENT"
548.055,Refrigerators,54,EQUIPMENT FOR CREW AND PASSENGERS,"FURNITURE, INVENTORY, ENTERTAINMENT EQUIPMENT"
548.058,Bar lockers,54,EQUIPMENT FOR CREW AND PASSENGERS,"FURNITURE, INVENTORY, ENTERTAINMENT EQUIPMENT"
548.060,Bar counters,54,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
548.065,Bar stools,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551,GALLEY MACHINERY,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.001,Ranges,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.002,Tilting fryingpans,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.005,Hot plates,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.010,Convection ovens,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.012,Grills,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.015,Baking ovens,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.016,Microwave ovens,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.017,Deep fat fryers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.020,Boilers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.025,Proving ovens,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.028,Mixers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.030,Mills,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.032,Cutters,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.034,Kneading machines,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.036,Slicing machines,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.038,Potato peeling machines,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.040,Rubbish mills,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.041,Refuse compression units,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.042,Milk machines,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.043,Juice dispensers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.044,Coffeemakers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.045,Espresso machines,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.046,Refrigerators,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.047,Chocolate automats,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.048,Ice cubers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.050,Deep freezers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.055,Heating cupboards,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.056,Warming baths,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.057,Sausage warmers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
551.060,Dishwashing machines,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552,GALLEY/PANTRY EQUIPMENT FOR PREPARATION & SERVING,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.001,"Galley outfitting, complete",55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.002,Workbenches,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.005,Dishwashing benches,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.010,Soaking/thawing sinks,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.015,"Shelves, racks",55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.020,Cupboards,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.025,Serving trolleys,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.030,Serving counters,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.032,Serving windows,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.035,Steam hoods,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.040,Cooking/frying equipment,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.045,Cutlery,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
552.050,Linen,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553,CAFETERIA PLANT W/EQUIPMENT,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.001,"Cafeteria counters, complete",55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.003,Cafeteria counters,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.005,Cooling aggregates,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.007,Cooling water pumps,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.009,Heating units,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.011,Food containers/trays,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.042,Milk machines,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.043,Juice dispensers/coolers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.044,Coffeemakers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.046,Refrigerators,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.048,Ice cubers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.055,Heating cupboards,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
553.372,Toasters,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554,FREEZING/REFRIGERATING SYSTEMS FOR PROVISIONS,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.001,Provision cooling compressor aggregates,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.003,Compressors w/drive unit,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.005,Condensers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.007,Liquid receivers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.011,Oil separators,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.013,Evaporators,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.015,Circulating pumps,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.017,Local control panels,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.019,Valve boards,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.022,Temperature control central,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.026,Humidity control central,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.030,Poison control central,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.035,"Cooling batteries, complete",55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.038,Cooling elements,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.040,Air circulating fans,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.042,"Freezing batteries, complete",55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.045,Freezing elements,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.048,Air circulating fans,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
554.060,Compressor aggregate cooling water pumps,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
555,"INSULATION, LINING & BATTENING IN PROV. ROOMS, DOORS & PORTS",55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
555.001,"Insulated doors, complete",55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
555.010,"Insulated ports, complete",55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
555.020,Provision containers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
556,"WALLS, BINS, SHELVES, RACKS, GRATING & INVENT. IN PROV.ROOMS",55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
556.001,Partition bulkheads,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
556.005,Meat brackets,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
556.008,Meat chopping blocks,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
556.010,Meat axes,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
556.012,Meat saws,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
556.015,Work benches,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
556.020,"Bins, trays",55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
556.025,Ribs,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
556.030,"Shelves, racks",55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
556.035,Gratings,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
557,INSULATION DRYING SYSTEMS FOR PROVISION ROOMS,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
557.001,Fans w/drive unit,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
557.005,Dehydrators,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
557.010,Air filters,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558,"LAUNDRY, IRONING & DRYING EQUIPMENT",55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.001,Work clothing washing machines,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.002,Private clothing washing machines,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.004,Hydro extractors,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.007,Drying tumblers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.010,Hot mangles,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.013,Cold mangles,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.016,Presses,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.018,Irons,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.021,Ironing machines,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.024,Sewing machines,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.030,Working tables,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.033,Benches,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.036,Laundry sinks,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.039,Ironing boards,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.042,Sewing tables,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.045,Drying cabinets,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.048,Starch containers,55,EQUIPMENT FOR CREW AND PASSENGERS,"GALLEY/PANTRY EQUIP., PROVISION PLANTS, LAUNDRY/IRONING EQU."
558.051,"Shelves, racks",55,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
558.054,Lockers,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
561,"PERSONNEL LIFTS, ESCALATORS",56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
561.001,"Personnel elevators, complete",56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
561.004,Elevator cabins,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
561.007,Elevator machinery,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
561.010,Elevator doors,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
561.013,Elevator operating panels,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
561.025,"Escalators, complete",56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
561.028,Escalators,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
561.031,Escalator machinery,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
561.034,Escalator operating panels,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
562,FOOD & LINEN LIFTS,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
562.001,"Freight elevators, complete",56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
562.004,Elevator cabins,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
562.007,Elevator machinery,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
562.010,Elevator doors,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
562.013,Separate elevator shafts,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
562.016,Elevator operating panels,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
563,PROVISION CRANES & DERRICKS,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
563.001,"Provision cranes, complete",56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
563.010,Provision derrick posts,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
563.012,Provision derrick booms,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
563.015,Provision winches,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
563.025,"Travelling hoists, complete",56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
563.030,Conveyor belts,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
563.035,Rollerways,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
563.040,Trolleys,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
564,"SHORE GANGWAYS W/DAVITS, LANDING BOOMS",56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
564.001,"Accommodation ladders, complete",56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
564.005,Accommodation ladder davits,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
564.010,"Gangways, complete",56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
564.015,Railing steps,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
564.018,Pilot ladders,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
564.020,Pilot hoists,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
564.025,Landing booms w/machinery,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
565,MISCELLANEOUS CONVEYANCE EQUIPMENT,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
565.001,Rafts,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
565.005,Bicycles,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
565.010,Scooters,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
565.015,Trolleys,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
566,HELICOPTER PLATFORMS W/EQUIPMENT,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
566.001,Helicopter deck,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
566.002,Helideck safety equipment,56,EQUIPMENT FOR CREW AND PASSENGERS,"TRANSPORT EQUIPMENT FOR CREW, PASSENGERS & PROVISIONS"
